primerak_id,inventarski_broj,datum_nabavke,fizicko_stanje,publikacija_id,odeljenje_id
382901,INV-00382901,2017-04-29,dobro,126594,9
382902,INV-00382902,2016-08-17,dobro,126594,9
382903,INV-00382903,2016-08-12,dobro,126615,1
382904,INV-00382904,2016-08-19,dobro,126615,1
382905,INV-00382905,2017-02-20,odlično,126615,1
382906,INV-00382906,2017-12-17,odlično,126615,1
382907,INV-00382907,2018-04-14,zadovoljavajuće,126615,1
382908,INV-00382908,2017-07-04,odlično,126615,1
382909,INV-00382909,2017-08-08,odlično,126615,1
382910,INV-00382910,2017-02-14,dobro,126615,1
382911,INV-00382911,2017-01-16,odlično,126615,1
382912,INV-00382912,2018-07-10,odlično,126615,1
382913,INV-00382913,2018-03-26,dobro,126615,1
382914,INV-00382914,2019-04-20,dobro,126615,1
382915,INV-00382915,2019-04-29,odlično,126615,1
382916,INV-00382916,2016-05-30,dobro,126615,4
382917,INV-00382917,2017-11-03,odlično,126615,4
382918,INV-00382918,2016-10-09,dobro,126615,4
382919,INV-00382919,2016-11-05,zadovoljavajuće,126615,4
382920,INV-00382920,2016-12-13,dobro,126615,4
382921,INV-00382921,2018-03-11,dobro,126615,4
382922,INV-00382922,2017-07-19,zadovoljavajuće,126615,4
382923,INV-00382923,2017-04-20,odlično,126615,4
382924,INV-00382924,2018-01-10,zadovoljavajuće,126615,4
382925,INV-00382925,2018-03-30,odlično,126615,4
382926,INV-00382926,2017-05-09,zadovoljavajuće,126615,4
382927,INV-00382927,2017-06-28,odlično,126615,4
382928,INV-00382928,2017-11-27,odlično,126615,4
382929,INV-00382929,2018-06-17,odlično,126615,4
382930,INV-00382930,2018-01-02,dobro,126615,4
382931,INV-00382931,2018-06-10,odlično,126615,4
382932,INV-00382932,2017-01-23,zadovoljavajuće,126615,7
382933,INV-00382933,2018-06-01,dobro,126615,7
382934,INV-00382934,2018-08-15,odlično,126615,7
382935,INV-00382935,2017-02-14,dobro,126615,7
382936,INV-00382936,2016-12-28,odlično,126615,10
382937,INV-00382937,2017-03-06,odlično,126615,10
382938,INV-00382938,2017-10-21,odlično,126615,10
382939,INV-00382939,2018-06-02,odlično,126615,10
382940,INV-00382940,2017-11-08,odlično,126615,10
382941,INV-00382941,2017-07-25,zadovoljavajuće,126615,10
382942,INV-00382942,2018-08-24,dobro,126615,10
382943,INV-00382943,2018-01-29,odlično,126615,10
382944,INV-00382944,2018-02-10,odlično,126615,13
382945,INV-00382945,2016-10-28,zadovoljavajuće,126615,13
382946,INV-00382946,2016-10-24,zadovoljavajuće,126615,13
382947,INV-00382947,2017-03-21,odlično,126615,13
382948,INV-00382948,2017-09-26,odlično,126615,13
