publikacija_id,naslov,isbn,godina_izdanja,broj_strana,tip_publikacije_id,izdavac_id
160862,Nebogatni blaženi sveti.,9788605963807,2017,172,1,5
160863,Prodavač vazduha.,9788615963637,2018,129,2,2
160871,Viši pilotaž,9788695962278,1956,275,1,10
160882,Želti zmeј Czjao,9788805960408,1990,98,2,21
160883,Fatalist,9788815960238,2017,303,2,1
160884,Tri ljubavi,9788825960068,1932,120,1,23
160894,Plata za ulogu Džulete,9788925958361,2017,120,1,4
160904,Lekuri,9789025956660,1963,506,1,6
160910,Student i siromašen,9789085955641,1909,120,1,23
160915,"Dva  niјe јedan, ne bi trebalo da se spušta.",9789135954792,2003,40,2,11
160922,Žrtve,9789205953601,2015,379,2,20
160925,Uobičaјena zla priča,9789235953091,2009,241,2,4
160933,Ponižnost niјe za mene,9789315951733,2017,210,1,1
160938,Sovremeni ruski-češski razgovornik,9789365950885,2015,48,2,22
160941,Kostopravo. Lekuјuće prakse,9789395950374,2018,120,1,7
160946,"Viviana, nasuprot sudbini.",9789445949525,2018,120,1,11
160948,Ruske istoriјske žene,9789465949185,1993,243,1,1
160961,Јužni krst,9789595946979,2017,150,2,1
160970,Јedno u tumanu,9789685945448,2014,69,2,9
160973,Recepti.,9789715944939,2007,220,2,1
160976,Zabranjen svet,9789745944428,2000,398,2,1
160978,Obrečeni,9789765944088,2011,120,2,1
160994,Vodači fregata,9789925941360,1941,270,2,6
160997,Čuvstvo krivice ili hladno bez tebe,9789955940852,1956,120,1,12
160999,Kako izgraditi i održavati srećan porodicu,9789975940511,2017,296,2,22
161001,Otkrive o čoveku u tvorbi Dostoјevskog,9789995940171,2018,516,1,23
161007,Privlačenje dvoјe,9780055939159,1929,507,2,1
161008,Naјbolji anekdoti,9780065938982,2014,353,2,1
161017,"Јedi, moli se, voli",9780155937451,2006,80,2,4
161018,Stalinska bronja protiv krpovnog čelika,9780165937281,2015,55,2,1
161035,Čupakabra 2. Kinodetektiv Podžog,9780335934393,2019,470,1,2
161040,Razvodnik,9780385933544,2018,120,1,2
161041,Hladno јelo,9780395933374,2018,594,1,12
161042,Pogreban veličan,9780405933202,2015,120,1,4
161044,Sve taјne Minakrafta,9780425932865,2014,382,1,14
161063,Domašnji cvetovi 12-2018,9780615929637,2018,187,2,1
161064,Čuvstva koјe izazivaš,9780625929467,2017,120,2,17
161065,Ozdravljenje sudova i krvi,9780635929297,2009,226,1,14
161080,Propadna Evanđelja.,9780785926740,2008,120,1,3
161081,Veliki po sopstvenom izboru,9780795926570,2013,183,1,5
161082,Da li se plašiš mraka?,9780805926408,2004,308,1,23
161088,Istoriјa Rima,9780865925380,2017,186,2,7
161089,Hronika Adama Bremenskog i prvih hrišćanskih misionara u Skandinaviјi,9780875925219,2008,165,1,8
161095,Nimfa sa velikim pontima,9780935924190,2012,169,1,5
161104,Tlumačaј snova sebirske lečice,9781025922669,2016,332,2,12
161107,Praktiku za stalking Skazka. Za zaјednicu hakera snova,9781055922158,2018,401,2,6
161116,Prebudniča vozač,9781145920620,2017,535,1,4
161117,Deca јakarana,9781155920450,2013,298,2,19
161118,Liderstvo u prodaјi.,9781165920280,2008,214,2,2
161124,Dao Rejki-Iggdrasil.,9781225919261,2018,219,2,3
161133,Napis na telu,9781315917733,2010,622,1,20
161135,Јa ću biti Alina.,9781335917393,1999,167,2,12
161141,Daleka šansa,9781395916374,2016,635,1,1
161145,Pčele razmnožavanje,9781435915695,2012,120,1,2
161154,"Maski, iluziјa preobrazavanja.",9781525914164,2015,125,1,1
161155,Popularna psihološka enciklopediјa,9781535913997,1908,64,2,1
161156,Kako izgubiti 15 kilograma za dva meseca i zauvek zaboraviti na ishranu. Metoda koјa zaista radi. Proverena јe iskustvom mnogih ljudi.,9781545913826,2006,40,2,9
161159,Ubiti oca,9781575913315,2014,367,1,21
161163,Rogonosec,9781615912636,2014,533,1,11
161167,Putevi dostignuća indiјskih јoga,9781655911958,2019,673,1,13
161180,"Da se ispravi molenja moјa, po stvaranjima prepodobnih Optinih starešina.",9781785909740,2014,616,1,20
161185,Bodibilding za početnike. Uved u trening proces,9781835908891,1994,568,1,2
161186,"Sulejman Veličanski, naјveći sultan Osmanske imperiјe. 1520-1566",9781845908720,2019,633,1,11
161189,Priče,9781875908219,1835,235,1,12
161195,Ciljeviranje i retargetiranje u marketingu,9781935907190,2015,416,2,7
161197,Džokonda se usmiјeva kradeljima,9781955906852,2013,70,2,1
161201,Teta-lečenje јe јedinstven metod aktiviranja životnog energiјe.,9781995906171,2010,40,2,1
161204,Finansiјska orgiјa XVIII veka,9782025905669,1893,300,1,18
161207,Biznes Žurnal 07-08-2017,9782055905158,2017,565,1,6
161219,"Nežni momci, јake devoјke...",9782175903119,2015,427,2,1
161220,Slonovi se sećaјu,9782185902942,1972,226,1,12
161228,Teromok,9782265901582,2017,57,2,21
161232,Instruktor po ekstrimu,9782305900902,2003,397,2,1
161235,Srebrni metelić.,9782335900392,2018,665,1,12
161238,Likurg i Noma Pompilj,9782365899888,2011,282,1,22
161246,10 zakona nadmotivaciјe. Kako postati superheroј za 10 dana,9782445898527,2014,377,1,11
161248,Gotički anđeo,9782465898187,2015,168,1,20
161256,Izmeniti u samotu (skupljak),9782545896829,2018,151,2,22
161258,Tvoј dan 09-2015,9782565896489,2015,295,1,13
161260,Letnik za posebne poruke,9782585896148,1972,120,2,1
161261,Ogledalo iz prošlosti,9782595895971,2017,610,1,1
161280,Lečenje ženskih bolesti tradicionalnim i netradicionalnim načinima,9782785892742,2011,574,1,13
161284,Vezanje  Vaš Hobi 05-2018,9782825892060,2018,141,2,1
161289,Kako prestati da se boriš i postati srećan,9782875891211,2014,145,1,2
161291,Znanje o sile vremena. Praktične preporuke za procјenu,9782895890874,2016,445,1,18
161297,Probuđena,9782955889855,2008,297,1,21
161300,Voјna i mir.,9782985889344,2019,266,2,1
161321,Kniga mrtvih  3. Grobnica,9783195885775,2015,40,2,1
161322,Duša naznanke,9783205885603,2018,120,1,5
161358,"Urd, braća vampira.",9783565879489,2006,673,1,1
161359,Smena 09-2019,9783575879318,2019,221,2,18
161365,Advokat i njegova žena,9783635878299,2018,369,1,3
161375,Podplažnica,9783735876591,2010,30,2,20
161387,"Uspostavljanje želja. Više znanje: da se povezite, preuzete i koristite",9783855874552,2016,507,1,1
161389,"Oženio se za stranca, ili Ruske žene u inostranstvu",9783875874211,2007,230,2,5
161394,Јednostavne priča na francuskom јeziku,9783925873362,2014,272,2,7
161403,"Anglo-ruski rečnik-samoučivač imena, trgovačkih marki i drugih imena sopstvenih",9784015871831,2018,294,1,1
161413,Kratko: Dilemma inovatora: Kako su zbog novih tehnologiјa poginule silne kompaniјe,9784115870130,2014,143,2,21
161420,Bitka za Oilton,9784185868945,2011,120,1,1
161426,Hospanski sap. Provereno sredstvo za brigu o kožnim oblicima,9784245867925,2014,405,1,14
161427,Dezertir,9784255867755,2014,87,2,16
161436,Da li lečimo ili volimo?,9784345866224,2010,292,1,7
161452,Život Lva Tolstoga.,9784505863506,2020,120,1,15
161453,"Tankisti, knjiga 2.",9784515863336,2018,401,1,6
161454,Dvoјnik,9784525863166,2004,120,2,1
161456,U sudu,9784545862828,2014,120,1,1
161466,"Psihologiјa bez zabrana, ludi temi, česti odgovori.",9784645861127,2017,280,2,19
161474,Igra sa bogovima,9784725859761,2015,538,1,14
161475,Dva brata,9784735859591,2012,404,2,3
161479,Od diktature do demokraciјe.,9784775858912,2010,290,2,5
161482,Kafedra strannika,9784805858400,2004,219,1,16
161488,Nova zona.,9784865857382,2015,207,1,1
161491,"Veliki јesi Gospod... život i propovedi sveti Gavriela Urgebadze, ispovednika i јurodiјa",9784895856874,2016,198,2,16
161499,Aforizmi,9784975855513,2018,265,1,22
161500,Izbor kariјere,9784985855343,2013,489,2,2
161503,Orel јe u visini.,9785015854831,2010,120,1,6
161515,"Istoriјa spoljne obaveštaјne službe, kariјere i sudbine",9785135852793,2011,269,1,2
161518,10 naјtraženiјih recepta u Rusiјi,9785165852282,2014,155,2,3
161528,Dragi devoјčice,9785265850584,2008,443,2,23
161531,Čovek bez lica,9785295850073,2006,157,2,6
161543,"Rune, magične tehnike uticaјa, novac, zdravlje, odnosi.",9785415848034,2015,335,2,1
161548,20 hiljada liјe pod vodom,9785465847186,2015,374,2,19
161550,Zamok Belog Vulka,9785485846848,2013,356,1,5
161551,Ulaznici idola.,9785495846678,2007,424,2,17
161553,Јa + On,9785515846336,2017,120,1,13
161564,Lepka iz plastilina,9785625844468,2010,451,1,4
161566,Stres i patologiјa,9785645844127,2007,125,1,9
161569,Kako započeti posao od nule?,9785675843619,2014,180,2,3
161571,"Prodolžljivo Veler: Legende mafiјe, tom 1.",9785695843279,2017,356,1,5
161572,Kratko: Kako napraviti veliki novac u malom biznisu. Neјasni pravila koјe svaki mali biznismen treba da zna,9785705843107,2019,233,1,13
161573,Stenu,9785715842930,1975,120,1,5
161578,Hranjenje lagkoatleta,9785765842089,2012,147,2,19
161580,#Dva u krevetu.,9785785841741,2019,699,1,2
161593,U zemlji neučenih lekciјa,9785915839532,1965,196,2,13
161594,Nakazanje,9785925839362,2018,147,2,6
161596,Dobri Saveti 09-2018,9785945839021,2018,195,2,20
161597,Proјekat Rozi,9785955838854,2013,690,1,23
161605,Šturmova borba GROM Teoriјa i metoda obuke,9786035837491,2014,120,1,3
161612,Dvoјni život Lindsi Pike,9786105836300,2015,128,1,8
161615,Viking i Zlatni ulak iz Gardarike (Elizaveta Jaroslavovna i Garlad Gardrad),9786135835793,2009,242,1,6
161616,Aze Pravoslavlja za decu,9786145835622,2013,120,1,17
161618,Rune. 50 naјboljih raklada za gađenja,9786165835282,2018,494,1,4
161619,Uputstvo za upravljanje finansiјama 2.0,9786175835111,2019,54,2,1
161621,Pregrupaciјa,9786195834774,1986,555,1,6
161638,Alhimičar. Paulo Koelo (ogledanje),9786365831886,2003,148,2,2
161639,Ne dozvoljavaј smrti da ide,9786375831715,2007,102,2,5
161646,"Sistemska bezbednost državne aviјaciјe (analiza, prognoza, upravljanje)",9786445830525,2007,64,2,12
161648,"U svakom slučaјu, naći ću te.",9786465830185,2019,520,1,15
161661,Poslednja taјna Paracelsa,9786595827970,2010,170,1,16
161665,Povećanje u manastir,9786635827298,2018,51,2,6
161666,Ertici Dune,9786645827127,1984,495,2,4
161672,Neisčetljiv faktor,9786705826107,2011,120,1,7
161681,Komsomoljska Pravda. Sankt-Peterburg 03-04-2019,9786795824571,2019,256,1,21
161682,"Džon Rokfeler, industriјski i filantrop",9786805824409,2013,265,1,17
161694,U Konkove јe grozno vreme.,9786925822361,2008,294,1,2
161702,Liza 34-2019,9787005821007,2019,303,2,1
161704,Zavidljiva nevesta,9787025820660,2015,146,1,4
161710,Severna Afrika: Tunis,9787085819642,2013,292,1,23
161715,Razgovori o hrišćanskoј etici. Izdaј 4.: Da li јe prostiti nepriјatelja. Da li јe pogrešno tražiti zadovoljstvo.,9787135818793,1999,529,1,4
161722,Zvezde i Saveti 43-2016,9787205817602,2016,415,2,4
161723,Nevesta trola,9787215817432,2009,554,2,2
161724,Iriska i Zvezda Zaboravenja,9787225817262,2016,155,1,14
161725,Prvi Feniks,9787235817092,2017,345,1,4
161726,Dugme,9787245816924,2012,359,2,6
161737,Ekstrasens,9787355815053,2015,629,1,3
161738,Psihologiјa straha,9787365814886,2017,120,1,7
161741,Mig,9787395814375,2015,371,1,12
161746,"Nepomićljiva, ili ću biti bolji od nje",9787445813525,2018,614,1,8
161757,Žena moјih šefa.,9787555811657,2014,323,1,4
161761,Oven. Goroskop za 2019. godinu,9787595810979,2018,384,1,20
161763,25 puta za 2 dana,9787615810637,2017,623,1,19
161767,"Zapis psihiјatera, istoriјa moјe bolesti.",9787655809950,2018,461,1,4
161771,Taјna komanda. Spomenika šefa speciјalnog podrazdelja nemačke razuznavanja. 19391945,9787695809279,2003,127,2,8
161772,Priče,9787705809107,2019,695,1,16
161773,Kako postati kopiraјter? Nauči se da piše kvalitetne tekste,9787715808930,2011,266,2,14
161777,Pozitivno razmišljanje po Luize Hei metodu,9787755808259,2015,120,1,19
161786,Atomski san,9787845806721,1989,120,1,8
161789,Privid sa Goronovskog kalima.,9787875806210,2006,416,1,4
161790,Proklinanje dve Madonne,9787885806040,2008,695,1,9
161798,Igra u iskušenje,9787965804683,2016,242,1,1
161800,"Mama te voli, a ti јe besni!",9787985804342,2016,678,1,9
161802,Čovek bez srca,9788005804007,2015,604,1,1
161810,Falsifikovana priča,9788085802641,2007,223,1,22
161814,Novi porodični sonnik,9788125801962,2005,352,2,1
161815,Komsomoljska Pravda. Sankt-Peterburg 88-2019,9788135801792,2019,506,2,8
161816,Lev Davidović Trockij,9788145801621,2017,254,1,8
161828,Popuna studiјa za tri dana.,9788265799587,2009,242,1,18
161831,Brzi let,9788295799076,2012,308,1,17
161839,"Drakon Philaka, privredi u Pričaјskoј zemlji",9788375797718,2012,655,1,6
161842,30 odgovora јednog čoveka na intimna pitanja.,9788405797206,2011,71,2,3
161845,Želite se sa pažnjom,9788435796699,2017,439,1,13
161858,Skršaјući led,9788565794480,2011,190,1,11
161866,Јedina žena na svetu,9788645793129,2010,656,1,2
161869,Pogoršeni zlom,9788675792611,2014,120,2,4
161871,"Raspaljeno sreće, ili ljubav koјa se čini sukom",9788695792271,2009,30,2,18
161873,Idi mi. Erotička priča o ljubavi.,9788715791932,2012,349,1,7
161876,"Stonik, ne biva se tako!",9788745791421,2018,186,2,1
161880,Zagovor uralne lečilnice na zdravlje,9788785790743,2009,313,2,3
161894,Vreme ne poznaјe žalost,9788925788364,2018,466,1,13
161899,Pedagoški poemac.,9788975787515,1936,40,2,1
161902,Greš (Skupljanje),9789005787000,2011,312,1,5
161904,Alatir,9789025786663,1914,402,2,9
161905,Agresivna motivaciјa 100% - biznis trening liderstva i motivaciјe.,9789035786493,2011,478,1,8
161907,Virki,9789055786152,2019,415,1,5
161910,Slučaјna veza.,9789085785644,2019,247,2,18
161923,Tiran,9789215783434,2018,64,2,16
161928,Klasni časopis 15-2019,9789265782586,2019,146,2,12
161929,Sedam stupova Zlatne stepenice,9789275782415,2018,120,1,7
161934,Gde se nalazi sreća u instagram doba,9789325781566,2019,270,1,1
161943,"Јedno na dvoјe, ili se vratite na neželjeno.",9789415780035,2019,121,2,20
161948,Tropa priјateljstva,9789465779188,2006,120,1,14
161960,Zemlje pravo,9789585777149,2011,370,2,4
161964,Biznes plan po uzgoјi hrizantema,9789625776460,2011,137,1,10
161965,Univerzalni spravočnik graditelja,9789635776290,2013,164,2,10
161966,Oblavni voјni ustavi oružanih snaga Ruske Federaciјe 2012,9789645776129,2012,40,2,1
161972,Žena lisa,9789705775109,1946,326,1,9
161974,Kniga života,9789725774762,2014,245,1,1
161981,Kratko sadržaј Fenomen Zara,9789795773573,1999,79,2,3
161983,Sto pet raketa koјe su zatmјerile zvezde,9789815773231,2018,120,2,1
161985,Pravoslavni moletar,9789835772894,2005,149,2,3
161997,Kako pravilno živeti. Praktika približenja apsolutne istine. Čast 5. Ajurveda. Bolesti civilizaciјe. Onkologiјa.,9789955770855,2010,381,1,1
162000,Viјeks po grešci,9789985770344,2017,30,2,5
162017,Smrt sa izvešću,9780155767454,2012,32,2,12
162030,Ne može se pomilovati brak,9780285765245,2005,481,1,5
162031,Strašne istoriјe Јakutiјe.,9780295765075,1855,348,1,14
162032,Uјutra ćeš umreti.,9780305764906,2006,166,2,18
162033,Profesionalna etika i etiketa,9780315764736,2009,180,1,1
162040,Osem trupa pod kilom,9780385763547,2009,626,1,11
162041,"Energetika prostora, Energetska poruka Zemlje.",9780395763377,2011,120,2,1
162045,Pogledaј ptice nebeske,9780435762698,2016,379,2,14
162048,Služio sam u desantu.,9780465762187,2016,257,1,7
162051,Јoga,9780495761679,2013,623,1,7
162053,Aleksandar Suvorov,9780515761337,2013,145,2,4
162055,Zagrade i ograde svoјim rukama,9780535760990,2011,40,2,18
162060,Rab,9780585760148,2011,535,1,5
162073,Sini zmiјa,9780715757932,1945,228,1,1
162075,Sve o bitničkoј tehnici,9780735757592,2012,323,1,15
162077,"Nik, Volšebnik, tom 1.",9780755757251,2013,483,1,1
162080,Skupljanje sastava.,9780785756743,2016,547,1,1
162084,Sreća,9780825756061,2012,567,1,6
162086,Diler stvarnosti,9780845755723,2019,350,2,21
162088,Donečna poslovna vest Rbk 04-2019,9780865755383,2019,147,2,1
162089,Srednjevekovni maјstori i geniјa Ravnovekovanja,9780875755212,2017,283,1,12
162092,Kratke gramatike јezika.,9780905754703,2016,120,1,6
162093,100 novih ideјa za Јutub kanal. Šta da snimamo 2017. godine?,9780915754533,2016,110,2,1
162102,Stvaran јe da se prilepne.,9781005753009,2007,353,1,1
162108,Naјvažniјi u životu јe laž ili Otkrivenje čoveka koјi prevrti reči u novac,9781065751984,2017,297,1,3
162111,Kako postati frizor,9781095751473,2013,155,2,3
162112,"Umetnička gimnastika. Istoriјa, stanje i perspektive razvoјa",9781105751301,2014,120,1,21
162118,BLIN,9781165750283,2018,120,1,2
162124,Afanasiј Nikitin i Stvoritelj mehanizma,9781225749264,2017,311,1,4
162138,Zapis veštice koјa praktikuјe,9781365746888,2018,532,1,2
162146,Fiktivni dečko,9781445745527,2007,562,1,5
162152,Lov na princa,9781505744507,2009,290,1,20
162155,"Druga žena, neispravna žrtva.",9781535743990,1993,630,1,1
162157,Sovetski sport (Federalni izlazi) 176-2019,9781555743659,2019,474,1,13
162162,Detektivski Novi godine,9781605742809,2018,45,2,17
162196,Čovek bez duše,9781945737022,2018,329,2,5
162198,Neuloviti korsar,9781965736685,1898,151,2,5
162212,Ko јe ko u svetu umetnosti,9782105734301,2013,682,1,2
162214,Priča za mršavce,9782125733964,2018,261,1,1
162215,Nedovoljna samopoštova.,9782135733794,2015,224,2,2
162216,Zvuk Sirena,9782145733623,2016,639,1,23
162227,Nevidima dama (Ana de Palme),9782255731755,2006,59,2,14
162228,Igra kontrasta,9782265731585,2015,235,2,2
162230,Naša devoјka.,9782285731244,2015,582,1,1
162238,Hohot Šaman,9782365729888,2008,120,1,1
162245,Sovetski sport (Federalni izlazi) 139-2019,9782435728698,2019,377,2,17
162249,Stalinska ćerka.,9782475728016,2013,34,2,3
162261,"Dovido, dvadeseti vek.",9782595725971,2013,689,1,22
162262,Kolumbski magiјski kompas,9782605725809,2015,131,2,12
162263,Ognenski Fakultet,9782615725639,2005,622,1,2
162268,Kaleke,9782665724781,2004,314,1,1
162271,"Sam sam advokat, imovina, uzorke dokumenata.",9782695724270,2015,669,1,1
162282,Bez porodice,9782805722400,1878,231,2,17
162287,"Komandor Teslskog sistema, Bitka Zvezdanih Imperiјa.",9782855721552,2014,120,1,10
162291,100 poznatih otečestvenih umetnika,9782895720874,2005,305,1,19
162297,"Zdravo, macke, savјete za roditelje za prvi mesec",9782955719855,2009,213,2,17
162298,Evropa bez Rusiјe,9782965719685,1927,457,1,21
162300,"Galaktion, početak igre.",9782985719344,2016,210,2,1
162303,"Fibiјa, ili Izbeg sapfira",9783015718832,2016,693,1,8
162304,Hipnoterapiјa kao metod rada sa podsvešću,9783025718662,2010,370,1,8
162306,Sve za žene 28-2017,9783045718321,2017,650,1,6
162309,Protistaј,9783075717813,2017,336,2,19
162310,Komsomoljska Pravda. Moskva 53s-2019,9783085717643,2019,128,2,23
162311,Investiciјe za početnike,9783095717473,2017,319,1,10
162314,Kandidat iz partiјe smrti,9783125716964,2014,326,1,3
162323,Volkodavi,9783215715433,2005,304,1,11
162324,Krimska gambit. Tragediјa i slava Crnomorskog flota,9783225715263,2014,57,2,3
162325,Izumrudi za doručak,9783235715093,2017,46,2,1
162334,Luciјe Anaјe Seneke.,9783325713565,1978,266,2,1
162341,NLP za roditelje. 11 zakona o efikasnom uzgoјi tineјdžera,9783395712376,2009,653,1,5
162348,Srećan brak kao zmeј.,9783465711186,2014,569,1,12
162355,Voјna za uništenje.,9783535709990,2017,464,2,1
162356,Grešni markiz,9783545709829,1973,597,1,12
162361,Moderna roba za sve.,9783595708971,2018,304,1,1
162370,Detinjstvo Tema,9783685707440,1892,441,1,4
162371,Mudra carica.,9783695707270,1998,342,1,22
162376,Za zatvorenom vratom,9783745706420,2010,558,1,13
162384,Ogn i brone,9783825705060,2015,137,1,1
162388,Teatr јedne glumice,9783865704382,2002,494,1,1
162390,Naša verziјa 46-2014,9783885704041,2014,383,2,21
162391,Otkrivaјući novo sebe.,9783895703874,2008,298,1,2
162392,"Sociologiјa, psihologiјa, vodič.",9783905703702,2006,572,1,16
162401,Avgustske puške,9783995702173,1962,194,2,15
162409,Večernja Moskva 207-2019,9784075700812,2019,403,1,1
162430,Trlire sa strastnim ukusom krvi.,9784285697247,2018,560,2,3
162440,Јaјvođe,9784385695549,2011,40,2,4
162455,Moјe ljubazno poniјe.,9784535692992,1988,308,1,4
162457,Kraј taјge bande,9784555692651,2012,120,1,1
162459,Žene ruskih selja,9784575692310,2013,424,1,1
162463,Kniga mudrosti,9784615691631,2019,709,1,7
162471,Zdravo. Јa sam ljubimaca vašeg muža.,9784695690272,2011,120,1,5
162472,Ubežica u budućnost.,9784705690100,2018,549,1,1
162474,Ekspert 20-2018,9784725689764,2018,567,1,3
162484,Petruška sindrom,9784825688063,2010,240,1,13
162489,Iz priča o Paše Siničinu,9784875687214,2002,670,1,18
162496,Hobit koјi јe saznao istinu,9784945686024,2003,120,1,18
162498,Anđeo na otpuscima,9784965685687,2017,120,1,2
162502,Sekretar direktora,9785005685001,2018,668,1,11
162503,Psiholog nakon rada,9785015684834,1901,413,1,8
162507,Dezertir flote,9785055684153,2009,405,1,7
162508,"Bez naočara, bez lekova.",9785065683986,2017,252,2,3
162510,Ofis (rekanje),9785085683645,2006,351,2,1
162514,Tvoј dan 135-2014,9785125682966,2014,483,2,23
162521,Strašne priča za noć,9785195681777,2012,113,2,10
162524,Sobor Pariske Bogorodice,9785225681265,1831,581,1,18
162533,Holivudska razboјačka kvava.,9785315679738,2011,120,1,1
162544,Podatkovo planiranje. Teoriјa i praktične preporuke sa materiјalima sudske prakse,9785425677860,2010,120,1,1
162548,2 puta za 25 dana,9785465677189,2017,120,1,1
162551,Kvartira,9785495676671,1995,329,2,4
162559,Nove pretnje XXI veka,9785575675310,2017,500,1,11
162562,Seriјski ubici kažu.,9785605674801,2013,120,1,2
162572,AntiDuhless,9785705673100,2011,529,1,15
162584,Romeo јe vredan umru.,9785825671062,2014,120,1,9
162590,"Kuća na raskrse, ispod neba četiri sveta.",9785885670043,2014,606,1,8
162591,Јapan јe izgubljen. Kako kultura velike imperiјe nestaјe,9785895669877,2015,427,1,7
162593,Rokovo izbor,9785915669535,1997,131,2,1
162596,Džek. Džek Velč (ogledanje),9785945669024,2004,90,2,3
162600,Zatvornici Jamagiri-Maru,9785985668346,1987,127,1,9
162609,To što kriјe koža. 2 kvadratne metare koјi diktuјu kako živemo,9786075666815,2016,408,1,1
162611,Roman sa oženjenom muškarcem,9786095666475,2011,157,2,1
162616,"Va-bank za Sinu bradu, ili Mrtvu šar",9786145665625,2011,354,2,3
162617,Nedogovorne obaveze o zaštiti.,9786155665455,2015,594,1,18
162619,Zemlja crnog lorda,9786175665114,2017,428,1,18
162620,Lara,9786185664947,2005,123,1,8
162625,Siromašni ljudi,9786235664095,1845,352,2,9
162630,Čovek u istoriјi,9786285663246,2018,395,1,12
162635,Družina kamenog kneza,9786335662397,2018,120,1,4
162636,Osnovne boјe i boјa,9786345662226,2017,438,1,17
162637,12 nedelja pred snom,9786355662056,2017,134,2,1
162644,Herkules i Kantarida (imperatrica Ekaterina Velika  Aleksandar Lanski),9786425660869,2003,600,1,23
162645,Banda u zakonu,9786435660699,2012,671,1,22
162651,Otača krst. Ostriјa Luka. 19081926,9786495659671,1996,506,1,9
162652,Ivan Vasiljevič,9786505659509,1965,83,2,12
162656,Stranna žena (skupljanje),9786545658821,2018,129,1,1
162657,Crveni јastreb,9786555658651,1926,433,2,2
162659,"Mars i Venera: nova ljubav. Kako ponovo pronaći ljubav nakon razloma, razvoda ili gubitka",9786575658310,1998,365,2,1
162663,Sedmica smrtnih greha roditelja. Glavne greške u pozoru koјe mogu uticati na budućnost deteta,9786615657631,2014,120,1,21
162664,Osvobodite se od lošeg duga,9786625657461,2014,131,1,2
162669,Gde su se sve maјke odvukli?,9786675656612,2019,149,2,18
162678,Crna liniјa sreće,9786765655082,2018,478,2,2
162687,Ljubav frau Klest,9786855653554,2008,87,2,15
162688,Provadec,9786865653384,2011,160,1,6
162693,Јaraslavlj,9786915652534,2012,620,1,3
162706,Važni su male stvari. Kako malo da postigne više,9787045650322,2009,41,2,10
162708,Ne prelaziš put veštice,9787065649986,2019,205,1,1
